MaterialNumber,Sales,CoGS
569433 006302669679,117712.57,10931.55
569433 006447834679,506879.75,31611.68
NA 006337637679,289.36,2510.33
569983 006416920679,942159.32,64171.93
NA 005250771679,1372.85,13291.49
569433 006455818679,NA,NA
569374 005280737679,4626351.14,105692.04
569433 005281053679,93177.06,13549.69
569803 006525417679,1826875.37,189814.97
NA 006428019679,18068.39,80412.62
569374 005269292679,213474.1,26645.51
NA 006313752679,313.35,736.08
NA 006613029679,111.43,3885.32
569983 006474665679,133064.85,51316.95
569376 008497010679,1295761.64,32407.12
NA 005247764679,860.58,3102.37
569433 007731367679,30257.91,14570.23
569802 005281833679,431430.95,201374.91
569374 005268583679,154360.68,19703.57
569374 005915939679,220102.1,27991.96
569983 007700790679,219783.63,51485
569983 007020157679,534807.48,52976.96
NA 006636831679,115.84,3324.19
569374 005270432679,171569.97,33366.81
569374 006318859679,103662.07,32717.67
569374 006480795679,615856.99,114923.61
NA 006428003679,12947.53,94770.49
NA 005445730679,20462.99,103804.23
569374 006530132679,139478.67,30041.04
569374 005932248679,1387374.8,1168366.74
NA 005257132679,13005.64,67602.44
569374 008036021679,515488.16,75743.53
569254 005867724679,16623.4,52573.42
569433 005281061679,37104.67,12875.85
569983 008256683679,197678.41,41649.29
569374 006540192679,168892.73,33366.66
569375 005426887679,6296706.15,370490.2
569983 007020281679,1206317.66,74095.01
NA 005398519679,1691.36,5513.96
569376 008291363679,36994.31,1324.7
569374 008036029679,658009,180057.54
NA 005695864679,2132.36,14433.55
569253 005426922679,9858.89,44364.9
569433 005274386679,103806.7,10088.73
569433 006545775679,584235.58,26788.74
569374 005481684679,59682.95,9949.6
569433 006545801679,584236.88,27119.86
569433 006545758679,591290.97,33469.11
569374 006485531679,196873.46,21445.91
569374 005280492679,107105.54,122203.86
569802 006546692679,3105500.7,184943.87
NA 006324754679,1955.3,7450.28
NA 006683387679,5112,26994.05
569793 006566061679,2839.5,45498.33
569433 006545750679,588091.14,33302.46
569802 006546684679,786206.71,163455.79
569433 006545809679,575415.95,33178.5
569375 005264244679,282963.18,48687.15
569374 008036013679,583939.18,47247.27
569983 005271171679,102314.29,27627.78
569802 005281806679,1050771.55,114525.15
NA 005245502679,10945.65,50633.14
NA 005695834679,7462.73,42700.88
569254 005258488679,31287.04,32072.77
569983 005272062679,1016288.32,42126.71
569983 007020289679,283396.62,31377.92
569983 006616698679,621504.74,40210.59
569433 006545736679,603268.09,33977.62
569983 006444889679,277959.36,28280.26
NA 005255613679,883.87,5429.27
569374 005269409679,39916.88,16313.77
569802 005281841679,383409.78,175720.01
569374 005269227679,70992.22,39198.66
NA 006721221679,2723.31,38663.39
NA 005445547679,463.89,7192.47
569374 006421790679,802768.35,17097.27
569433 005275660679,68589.09,15555.45
569803 005281709679,102375.69,34701.25
569433 005590123679,2039588.78,60555.07
569374 005551520679,163860.67,19724.89
569374 005280686679,397595.73,22586.97
569983 005271997679,1198037.5,78719.51
569254 006378862679,41351.49,47764.75
569433 006545793679,583841.27,25339.13
569983 007313424679,569085.96,48159.79
NA 005255357679,9403.94,10508.4
569983 005271214679,130201.07,32521.23
569374 005269343679,64497.32,19980.49
NA 005446095679,1506.85,2757.67
569375 005282143679,1244535.35,150653.57
NA 005446137679,118.47,1273.16
569374 008406505679,645098.65,10614.78
NA 006332840679,562.22,3013.61
NA 006319105679,443.17,2022.35
NA 006428049679,17396.16,59716.28
NA 005265549679,73876.96,25657.95
569254 005255905679,17191.07,31961.38
569374 006367330679,47050.4,13497.94
NA 006598332679,1171.89,8358.93
569802 005281887679,793988.33,97323.14
NA 005508991679,3933.47,30429.35
569374 008036051679,1389775.24,27174.97
569374 006376003679,37086.56,13527.32
569254 005258922679,34400.5,24078.81
NA 005445714679,5220.62,44963.36
569433 005281306679,3281.09,6603.48
NA 005851473679,1310.03,9002.2
569983 007020127679,283834.28,31082.28
569983 007990559679,82522.33,24560.7
569983 005268664679,75222.35,26791.63
569374 005481692679,30972.53,9746.64
NA 006612995679,93.03,3276.29
NA 005251695679,87.55,8857.66
569983 007427678679,76201.15,16752.64
NA 005573507679,8650.66,75200.28
NA 005457963679,1191.47,51545.66
569433 005281298679,6567.83,12805.49
NA 005257326679,4560.35,36049.51
569793 006566069679,4881.26,46552.04
NA 006424748679,206.55,1825.77
569983 005268696679,120302.41,17717.54
569803 006525444679,2521864.79,164485.5
NA 006721213679,5744.3,17789.75
NA 006340577679,-250.68,3081.88
NA 005257318679,7113.71,43386.24
569802 007026627679,5571729.17,1495460.31
569803 006892404679,72212.81,29367.24
NA 005444853679,6054.08,37080.8
569375 005253665679,36443.68,8949.06
569983 007101382679,545044.22,30537.29
NA 005445615679,105.22,3287.97
NA 006412933679,4754.45,17446.46
NA 005446129679,101.15,26706.64
569374 006393462679,25075.08,10608.82
569803 006524261679,64534.45,11198.48
569433 005281315679,3478.33,6657.23
NA 005258306679,111.4,395.12
569983 007262228679,49886.59,16977
569793 006567254679,5546.41,62444.47
569376 006689544679,720467.71,14864.48
NA 005573669679,145.98,3460.3
NA 005851446679,1997.98,98371.43
569983 007261557679,43707.59,15066.36
569983 005272032679,239555.26,12586.8
NA 007047902679,25.04,1775.36
NA 006424726679,379.6,1766.31
NA 005851425679,1716.8,13158.57
569983 007427670679,215406.02,17398.69
569803 006525447679,4734391.09,221561.92
NA 005257721679,14150.04,38729.88
569792 007870220679,51.64,36424.13
NA 006317798679,144.8,8066.03
569983 005268998679,40358.97,10752.86
NA 005246652679,5782.02,25200.01
569374 005280589679,43085.69,10049.74
569433 005281039679,8114.38,6892.88
569792 007791091679,269.02,9357.32
569375 005253683679,25283.23,6155.15
569375 005274188679,344484.01,23962.65
569374 006524277679,47583.65,8622.36
NA 005257237679,107.58,1214.2
NA 005288232679,319.46,8765.02
NA 006767850679,4478.24,6099.89
NA 006319139679,163.22,1553.05
569374 006524269679,43943.98,5690.12
NA 005257737679,5796.2,29082.78
NA 006906459679,82.39,1056.8
NA 006422551679,866.66,23526.56
569983 005268705679,1077791.7,37466.15
NA 005257767679,8490.93,15432.24
NA 006636839679,96.76,639.05
NA 005258480679,2276.65,16178.3
NA 007047894679,96.43,163.49
569792 005450965679,8457.69,36748.32
569433 007731359679,5911.46,4706.02
NA 005252932679,6341.56,38911.32
569374 007972545679,301293.02,16691.23
NA 006906429679,93.56,584.11
NA 005691097679,86.51,2020.56
NA 005445598679,183.4,3660.66
569375 005253691679,24583.65,5813.17
569983 008726738679,43175.95,1755.33
NA 005257729679,3274.18,27246.34
NA 006906494679,82.71,1754.03
NA 005445946679,65.33,1806.72
569376 008510356679,46195.05,2055.58
569433 005275954679,10557.62,6550.69
NA 006323887679,110.56,1149.19
NA 005258399679,1808.5,16916.25
569433 005275757679,34364.93,6169.77
569254 005867740679,21904.54,8826.71
NA 005444975679,1309.92,9193.94
569983 007055994679,61185.33,8629.9
569375 005253823679,9366.32,2975.67
NA 006319131679,123.05,1879.72
569254 005268362679,9440.53,19795.58
569375 005253707679,18030.27,4596.71
NA 005245467679,1729.25,8350.12
569983 005271230679,6776.16,8473.45
569375 005253699679,18434.36,4682.12
NA 005336532679,110.76,1464.12
NA 005446167679,5567.59,38238.12
569792 007498683679,446.29,11467.74
NA 005585872679,126.51,11092.78
NA 005261929679,1144.65,7685.43
NA 005244929679,6917.63,4555.03
569792 007498691679,452.49,10915.17
569792 007498699679,391.54,11131.25
569792 007498707679,431.71,11247.15
569792 007498734679,435.63,11074.88
569792 007498742679,397.02,11036.68
569792 007498764679,366.6,13812.76
569792 007679072679,1215.44,12811.73
569982 006378854679,6677.94,22386.32
NA 005851334679,99.11,611.66
569792 007818766679,498.46,11035.37
NA 006427298679,1177.84,2102.94
NA 006480867679,895.09,4949.81
569983 005271276679,39333.78,7347.68
NA 005353906679,738.34,6159.21
NA 006683430679,1202.39,15981.75
NA 005445997679,3077.39,17279.5
569983 005271238679,7946.6,8643.12
569803 005281747679,4750.79,4177.39
NA 005257457679,240.8,716.07
NA 006313738679,232.33,604.37
NA 005249307679,2000.41,7456.17
569802 005281871679,58588.71,23279.68
NA 005994877679,5190.49,55656.25
NA 005851342679,96.8,4964.67
NA 006767312679,127.96,2321.3
NA 005446078679,102.44,1613.45
569374 006525203679,9257.34,2165.14
569433 006449670679,119041.83,6350.81
NA 007027739679,1554.77,16309.96
NA 005445017679,99.64,1144.06
NA 005445679679,1083.6,8147.89
NA 005288155679,5257.87,7586.76
569983 007258644679,19933.86,4143.07
NA 006337799679,60.82,1824.63
569433 006449686679,121530.79,6624.72
569374 006905789679,5931.76,2108.48
569792 005281976679,10353.19,26401.36
569433 005275784679,563303.04,75019.39
569433 006685603679,11614.53,5033.12
NA 005249299679,1495.18,5818.05
NA 005258464679,1458.48,11292.75
569375 005274065679,104738.8,9248.52
NA 005851307679,1006.91,3938.55
NA 005446086679,78.33,2309.88
NA 006601928679,107.18,3299.89
569375 005258985679,53902.53,9583.45
569983 008731224679,1443.7,237.13
NA 005445001679,115.54,14358.09
569983 006474656679,17604.18,8135.57
569983 005282440679,98600.8,5960.42
NA 005851497679,2358.2,6878.27
NA 005851357679,115.21,4487.46
NA 006337651679,112.79,3553.09
NA 005257043679,656.06,7800.13
569433 005274451679,NA,NA
NA 005250779679,100.43,495.26
NA 005248615679,115.41,251.94
NA 005257713679,744.72,7802.98
NA 006428057679,2188.41,7637.51
NA 006906502679,33.71,1067.55
569983 008355254679,42639.61,2484.45
569793 006895988679,96.5,4429.27
NA 005444788679,788.81,7159.89
NA 005249342679,348.05,1471
569433 006449695679,89629.45,4973.67
NA 005446121679,6181.02,25447.91
NA 006373919679,182.94,3976.99
NA 006903795679,369.04,2416.62
NA 005252247679,251.32,1764.69
569375 005274231679,177492.73,7339.55
569983 008355286679,94287.34,5163.81
NA 007047926679,260.09,3279.03
NA 005509105679,97.21,2962.77
569983 006685560679,127247.96,21670.33
NA 005444936679,2451.76,6871.9
NA 006373868679,61.1,2818.39
NA 005585969679,989.74,1814.02
NA 006470226679,112.16,3590.86
569792 005282019679,1806.79,21867.77
NA 005258005679,859.37,5596.27
569792 005263178679,241.37,6619.89
569374 005280794679,11863.91,1416.64
569983 006456150679,1203.62,806.89
NA 005257419679,536.59,1718.24
NA 005250741679,114.95,1528.94
569254 005262477679,202.66,1664.99
NA 006699104679,104.15,548.53
NA 005246995679,1151.54,5981.71
NA 005445925679,647.81,2704.54
569983 007391647679,592.81,213.32
569983 007531767679,15836.71,4373.62
569375 005259003679,31525.56,6113.89
NA 005245172679,5165.89,11605.92
NA 005445412679,722.59,6944.47
NA 005257335679,779.88,2323.12
NA 006340315679,103.38,1850.66
569792 007498788679,96.87,4538.91
569792 007800222679,183.4,4421.51
NA 005582873679,1514.43,5192.63
569373 005268502679,9127460.54,532837.07
569983 005282683679,3395.76,1129.66
569254 005867754679,9813.99,6839.86
569374 005280318679,8327.89,2833.55
NA 005445590679,719.97,5810.65
569983 005268761679,8166.95,1805.11
569375 005253764679,15014.04,3792.76
569983 005268642679,351344.01,11676.56
NA 005253296679,925.4,4026.58
NA 005444966679,107.88,5107.4
569983 005269160679,12375.32,3464.77
569375 005253772679,14891.14,3670.23
NA 006598038679,2208.52,4907.24
569792 007498823679,183.59,3316.84
569374 005280326679,4190.1,6739.78
569375 005253734679,14751.34,4163.13
NA 005445428679,711.97,5972.29
NA 005248776679,335.04,1876.54
569375 005256279679,1293.48,973.29
569375 005253780679,14118.29,3894.13
569375 005253742679,10668.91,3408.53
569375 005259011679,26061.85,5801.57
569375 005253788679,7855.59,3655.4
NA 005445722679,124.39,2290.92
NA 005445230679,725.75,6379.53
NA 006340701679,275.96,2154.8
569983 005268535679,45476.22,4908.78
NA 006718663679,875.95,2389.02
569374 007045794679,1568.02,240.55
NA 005637637679,481.89,1336.64
569375 005259189679,10161.84,3454.66
NA 005257891679,186.3,1936.91
569375 005274196679,95945.77,4541.39
NA 005257500679,139.24,247.63
569374 006268585679,44137.75,1972.63
569983 005282313679,3184.3,877.39
NA 006428011679,6487.6,26339.94
NA 006601950679,105.25,906.58
569375 005259049679,18459.35,4244.97
NA 005246727679,225.1,839.82
NA 005253594679,647.05,1004.88
569983 005271222679,37877.72,8288.92
569433 006449713679,57100.44,2973.99
NA 005246660679,521.55,4954.33
569375 005259019679,22049.73,4723.89
569375 005259027679,19414.71,4737.66
569375 005259084679,15761.68,4015.15
569983 005282454679,15593.59,1685.5
569375 005259057679,18373.06,4172.58
NA 005246638679,231.27,553.74
NA 005261514679,7284.24,4670.04
569375 005259092679,16128.65,4011.03
NA 006424443679,124.63,359.53
569983 006616690679,35221.5,9642.12
NA 006337702679,59.21,530.53
NA 005252120679,82.25,407.26
NA 006598479679,600.89,1070.98
NA 005250004679,2295.1,1480.95
NA 005251162679,367.12,941.28
NA 005445900679,314.07,3600.49
569375 005259100679,19183.3,3604.82
NA 005246792679,478.04,1033.66
NA 005252825679,107.62,337.27
569375 005253796679,11899.95,3251.74
NA 005258166679,3352.83,7056.1
NA 006337888679,114.72,711.95
569375 005259108679,14249.51,3809.65
NA 005252298679,170.99,3604.76
NA 005851299679,618.3,1363.51
NA 006424586679,188.55,755.82
NA 005262223679,822.97,1322.35
569983 005282551679,15613.57,1408.81
569983 005282648679,11151.28,1144.51
NA 005253559679,787.82,4707.71
NA 005246940679,110.02,319.15
569983 005282173679,14507.72,1340.11
569375 005253831679,10192.17,2670.58
NA 005257368679,285.29,2378.28
569375 005259125679,11764.47,2942.56
NA 005248353679,424.02,776.7
569375 005263335679,6464.98,1650.9
NA 005258193679,127.23,3543.23
569374 005978847679,946.94,413.39
569375 005259116679,12883.33,3399.1
569375 005253805679,10136.11,2859.62
569375 005259143679,13008.11,3140.94
NA 005247648679,392.96,1109.89
NA 005253537679,770.47,3419.63
NA 005257360679,145.48,561.48
569375 005253877679,8443.79,2562.1
569375 005255054679,2196.45,1121.7
569375 005259146679,12137.11,3035.41
NA 005252282679,524.56,1789.28
NA 005257934679,337.76,2925.4
569375 005253839679,8968.6,2474.04
569375 005253869679,7446.19,2322.35
569375 005253853679,8266.38,2560.83
569983 005271268679,2078.06,1910.67
569375 005259173679,10248.18,2766.09
569375 005253912679,7799.15,2088.71
569375 005259155679,11909.19,2727.95
569375 005259197679,10650.81,3200.23
569983 005282734679,3142.67,614.73
569983 005282665679,2978.3,707.31
569375 005256093679,1701.93,957.64
569375 005254475679,2627.75,1418.46
569375 005253975679,5813.69,2149.4
569375 005256609679,4795.51,1679.72
569375 005259181679,9342.52,2785.03
569983 005282626679,8255.3,732.88
NA 005482609679,216.6,893.39
569375 005256575679,6968.19,2320.17
569374 007715157679,39201.93,5937.64
NA 006424489679,71.99,1147.16
569983 005282537679,20321.41,1295.61
569375 005254017679,3996.95,1903.43
NA 005257759679,289.65,3687.39
569375 005253950679,4711.67,1760.21
569375 005273959679,36959.47,3360.39
NA 005258879679,1916.98,3985.87
NA 006423892679,68.08,695.71
569375 005253904679,6990.18,2157.63
569375 005253920679,9243.14,2084.09
NA 006598246679,80.09,1773.82
569375 005259262679,7811.97,2280.28
569375 005254501679,3312.23,1269.61
569433 006449721679,25377.98,1573.16
NA 006541998679,168.91,1211.13
NA 005246962679,187.36,1412.53
569983 005282594679,12019.21,912.77
NA 005257267679,280.66,1295.57
NA 005336489679,113.73,763.84
569375 005256601679,6915.38,1938.17
569375 005254001679,6536.74,1825.48
NA 005258806679,281.8,3088.94
569375 005254044679,5141.4,1714.98
569375 005256593679,5314.09,1539.17
NA 005250330679,98.68,2257.97
NA 006423989679,436.02,986.68
569375 005254009679,5192.81,1814.77
569375 005254074679,6102.88,1664.47
569983 005282181679,12630.41,1194.35
569983 005282635679,6532.76,834.62
569802 005281938679,2857.4,2145.9
569983 005282240679,4804.13,634.78
NA 005446070679,1427.2,7708.58
569983 007573136679,18133.32,1532.61
569375 005253928679,5841.9,2068.57
569375 005259295679,6661.8,2102.98
569375 005259232679,8846.82,2341.84
569375 005254238679,4974.78,1587.23
569375 005254133679,5634.49,1704.45
569375 005254327679,3571.74,1389.89
569375 005253966679,5810.51,2058.15
569375 005254098679,5107,1938.78
569375 005254115679,4427.71,1541.25
NA 006340365679,368.42,636.03
569375 005259224679,11051.89,2621.76
NA 005257376679,127.84,410.97
NA 005413328679,54.12,1415.86
NA 006337473679,45.67,290.87
569375 005255040679,2057.38,929.79
569983 005282270679,4373.19,727.56
569983 005282764679,2474.82,498.26
NA 005257352679,440.86,775.16
569375 005274277679,25998.28,1437.02
569375 005254047679,4955.16,1599.56
569375 005254082679,4458.42,1642.44
569375 005254141679,4290.2,1450.08
569375 005254230679,5091.36,1745.71
569983 008731232679,NA,NA
569982 006267874679,1327.09,594.36
569375 005256741679,2066.13,1226.17
569375 005256838679,1410.63,753.01
569375 005253861679,6494.58,1932.75
569375 005259278679,6249.95,1920.79
NA 005637651679,715.93,1081.93
NA 006319096679,390.08,1416.17
569983 005271252679,2609.87,2066.18
569375 005259270679,7613.14,1956.49
569375 005256405679,433.63,426.28
569375 005259345679,5675.28,2160.03
569375 005253958679,5673.05,1694.31
569375 005253936679,5826.93,2214.26
569375 005254090679,300.4,1757.31
NA 006602133679,109.03,717.05
569983 005282295679,2199.27,593.93
569375 005254179679,4730.56,1666.4
NA 005261255679,10468.93,907.17
569375 005255283679,856.72,437.12
569375 005254285679,4004.39,1643.88
569983 005268599679,7281.09,2202.5
569983 005282559679,14900.57,902.2
569254 005867732679,2247.92,1319.08
569375 005256431679,931.77,591.42
569375 005254760679,2352.15,973.49
569375 005259313679,7807.6,2334.67
569375 005254353679,3466.19,1760.33
569375 005254145679,3465.62,1303.65
569375 005254163679,3591.19,1346.73
569983 006579574679,123.87,318.61
NA 006597979679,57.87,402.64
569983 008726760679,NA,NA
569375 005256287679,1097.83,565.23
NA 005249977679,418.36,3675.46
569375 005256058679,1544.16,864.2
